"AOL",47.16,"1/24/2014","4:00pm",-1.35,48.35,48.60,47.055,992403
"GOOG",1123.83,"1/24/2014","4:00pm",-36.27,1153.01,1153.545,1123.00,3926347
"YHOO",37.91,"1/24/2014","4:00pm",-1.48,38.67,38.98,37.6201,26397474
"AOL",47.16,"1/24/2014","4:00pm",-1.35,48.35,48.60,47.055,992403
